"gene_id","transcript_length","gene_length","cds_count"
"AL5G36290",372,1339,4
"AL5G36310",939,1780,7
"AL5G36322",939,1944,8
"AL5G36324",1896,2085,3
"AL5G36330",885,1801,2
"AL5G36340",1365,1804,3
"AL5G36350",893,1114,1
"AL5G36360",288,1168,3
"AL5G36370",834,1251,3
"AL5G36390",501,542,1
"AL5G36400",1635,4293,15
"AL5G36410",2361,3825,2
"AL5G36420",465,1595,3
"AL5G36430",843,1084,2
"AL5G36440",4227,6528,11
"AL5G36450",690,1609,7
"AL5G36460",267,4773,2
"AL5G36470",3421,6229,24
"AL3G40260",306,1418,2
"AL5G36480",2058,2827,4
"AL5G36490",1212,2447,2
"AL5G36500",933,2098,4
"AL5G36510",969,2161,3
"AL5G36520",330,2175,3
"AL5G36530",NA,112,0
"AL5G36540",585,1104,3
"AL5G36550",1848,3374,11
"AL5G36560",3054,4722,8
"AL5G36570",651,1170,1
"AL5G36580",1349,2364,2
"AL5G36590",765,2728,9
"AL5G36600",1185,2293,6
"AL5G36610",525,2873,5
"AL5G36620",463,1759,5
"AL5G36630",3351,5146,11
"AL5G36640",558,2000,6
"AL5G36650",783,1380,3
"AL5G36660",1929,3866,11
"AL5G36670",243,8576,1
"AL5G36690",573,1503,5
"AL5G36700",819,2371,8
"AL3G32130",468,718,2
"AL5G36710",785,1227,4
"AL5G36720",2038,2382,1
"AL5G36730",927,1711,1
"AL5G36740",216,310,2
"AL5G36750",49,70,1
"AL5G36760",276,494,1
"AL5G36770",1449,3161,10
"AL5G36790",204,1069,3
"AL5G36800",723,2168,7
"AL5G36810",405,1423,2
"AL5G36820",2181,5069,20
"AL5G36830",738,2488,7
"AL5G36840",1476,2833,15
"AL5G36850",999,2748,7
"AL5G36860",453,1339,7
"AL5G36870",429,1902,5
"AL5G36880",1533,1724,2
"AL5G36890",1740,2640,7
"AL5G36900",501,543,1
"AL5G36910",498,537,1
"AL5G36920",501,603,1
"AL5G36930",552,854,2
"AL5G36940",879,1649,4
"AL5G36950",1392,1911,2
"AL5G36960",1383,2074,2
"AL5G36970",1374,1992,2
"AL5G36980",1317,1690,2
"AL5G36990",1167,2138,2
"AL5G37000",174,551,1
"AL5G37020",1320,2736,7
"AL5G37030",111,3231,3
"AL5G37040",1743,2778,4
"AL5G37050",600,2090,5
"AL5G37060",1128,1702,1
"AL5G37070",198,573,1
"AL5G37090",1182,2120,8
"AL5G37100",1533,1779,2
"AL5G37110",609,806,1
"AL5G37120",1005,2571,5
"AL5G37130",1288,1383,1
"AL5G37140",1731,3838,15
"AL5G37150",437,1068,5
"AL5G37160",1758,3079,11
"AL5G37170",642,2281,3
"AL5G37180",370,1252,5
"AL5G19340",201,659,2
"AL7G37380",201,489,2
"AL5G37190",1191,1838,6
"AL5G37200",687,1787,8
"AL5G37210",1411,1716,2
"AL5G37220",1740,2859,9
"AL5G37230",2412,2973,1
"AL5G37240",915,2589,6
"AL5G37250",1092,2663,3
"AL5G37260",1740,2310,1
"AL5G37270",1416,2814,5
"AL5G37280",1590,2380,8
"AL5G37290",597,1201,2
"AL5G37300",1005,1195,1
"AL5G37310",2670,5194,17
"AL5G37320",1500,2978,6
"AL5G37330",1734,2968,5
"AL5G37340",531,1505,1
"AL5G37380",1776,2679,8
"AL5G37410",756,1991,8
"AL5G37420",2313,2929,2
"AL5G37430",630,1069,1
"AL5G37440",1374,3446,11
"AL5G37450",846,2628,10
"AL5G37460",2235,3561,7
"AL5G37470",2700,3612,3
"AL5G37480",165,4163,2
"AL5G37490",990,2005,8
"AL5G37500",621,1060,3
"AL5G37510",870,2557,9
"AL5G37520",1308,1970,5
"AL5G37530",579,1614,6
"AL5G37540",468,1117,4
"AL5G37550",855,1446,3
"AL5G37560",366,1240,3
"AL5G37570",711,1935,4
"AL5G37580",594,1001,1
"AL5G37590",1323,2120,2
"AL5G37600",117,565,2
"AL5G37610",873,1040,1
"AL5G37620",519,1074,3
"AL5G37630",1549,2550,7
"AL5G37640",1314,3249,14
"AL5G37650",1809,3726,8
"AL5G37660",1296,2001,5
"AL5G37670",393,1344,5
"AL5G37680",726,2571,6
"AL5G37690",702,1039,1
"AL5G37700",2862,3926,2
"AL5G37710",453,1327,5
"AL5G37720",948,1593,3
"AL5G37730",897,1558,3
"AL5G37740",4437,5287,2
"AL5G37750",465,1568,4
"AL5G37760",1317,2472,3
"AL5G37770",1176,3017,4
"AL5G37780",737,3008,6
"AL5G37790",1048,1639,5
"AL5G37800",1077,1164,1
"AL5G37810",1476,3607,12
"AL5G37840",444,2098,5
"AL5G37850",330,626,1
"AL5G37860",777,2574,7
"AL5G37870",494,587,2
"AL5G37880",890,1157,4
"AL5G37890",132,1825,2
"AL5G37900",909,1389,3
"AL5G37930",1746,2606,1
"AL5G37940",1557,3526,5
"AL5G37950",987,2138,1
"AL5G37960",1494,3296,5
"AL5G37970",1608,2526,1
"AL5G37980",362,470,1
"AL5G37990",1125,2190,7
"AL5G38000",1497,1725,2
"AL5G38010",2373,3308,1
"AL5G38020",789,1339,3
"AL5G38030",1911,2410,2
"AL5G38040",710,1153,3
"AL5G38050",1065,2273,4
"AL5G38060",3078,4855,11
"AL5G38070",1628,2330,8
"AL5G38080",474,781,1
"AL5G38090",1209,2679,6
"AL5G38100",882,2878,8
"AL5G38110",1203,2456,6
"AL5G38120",1734,3462,11
"AL5G38140",699,1528,2
"AL5G38150",1019,1393,1
"AL5G38170",360,823,2
"AL5G38180",450,1430,2
"AL5G38190",1005,5230,2
"AL5G38200",657,1940,3
"AL5G38210",411,1846,2
"AL5G38220",1308,1900,5
"AL5G38230",900,2094,3
"AL5G38240",201,1087,1
"AL5G38250",1434,2096,1
"AL5G38260",2125,3107,5
"AL3G21320",261,528,3
"AL5G38270",756,1066,1
"AL5G38280",1284,1525,1
"AL5G38290",510,953,3
"AL5G38300",1344,3227,14
"AL5G38310",456,1200,2
"AL5G38320",894,1867,4
"AL5G38360",1419,2684,5
"AL5G38370",1218,1918,5
"AL5G38380",714,1409,3
"AL5G38390",2340,4046,8
"AL5G38400",240,777,1
"AL5G38420",282,340,1
"AL5G38430",777,1366,2
"AL5G38440",2172,3875,16
"AL5G38450",897,1977,7
"AL5G38460",1116,1623,3
"AL5G38480",652,1131,2
"AL5G38490",260,743,1
"AL5G38500",1125,1906,3
"AL5G38510",NA,184,0
"AL5G38520",705,1698,5
"AL5G38530",1395,2842,13
"AL5G38540",3609,6172,15
"AL5G38550",147,1157,1
"AL5G38560",1245,1751,1
"AL5G38570",669,2016,4
"AL5G38580",513,1623,5
"AL5G38590",1036,3020,1
"AL5G38600",1356,1611,1
"AL1G15480",NA,324,0
"AL5G38610",1407,2732,2
"AL5G38620",2391,3128,3
"AL5G38630",1683,2062,1
"AL5G38640",237,277,1
"AL5G38650",273,1050,3
"AL5G38660",2200,3838,10
"AL5G38670",1986,2858,4
"AL5G38680",1221,1949,6
"AL5G38690",1475,3314,11
"AL5G38700",1054,1784,4
"AL5G38710",1281,2658,11
"AL5G38720",393,3741,4
"AL5G38730",960,1339,2
"AL5G38740",495,1590,2
"AL5G38750",1017,1250,2
"AL5G38760",1023,1916,3
"AL5G38770",681,1995,6
"AL5G38780",571,717,2
"AL5G38790",1180,1364,2
"AL5G38800",102,1297,1
"AL5G38810",460,801,2
"AL5G38820",95,407,3
"AL5G38830",1326,2595,8
"AL5G38840",4524,8022,23
"AL5G38850",312,534,1
"AL5G38860",309,970,4
"AL5G38870",3077,5337,7
"AL5G38880",1098,1700,1
"AL5G38890",2583,4971,15
"AL5G38900",771,1413,4
"AL5G38910",1539,1952,3
"AL5G38920",768,2300,8
"AL5G38930",1425,1794,1
"AL5G38940",2898,8134,23
"AL5G38950",2298,6130,3
"AL5G39000",2661,2726,1
"AL5G39010",726,1644,5
"AL5G39020",285,572,1
"AL5G39030",2776,6643,25
"AL5G39040",2916,6678,26
"AL5G39050",2916,7215,26
"AL5G39060",756,1508,2
"AL5G39070",819,1522,2
"AL5G39080",375,613,1
"AL5G39090",1299,2712,9
"AL5G39100",2322,4469,13
"AL5G39110",1617,3229,8
"AL5G39120",891,1711,2
"AL5G39130",1170,2779,10
"AL5G39140",1041,1399,1
"AL5G39150",3255,7661,24
"AL5G39160",1161,1589,1
"AL5G39170",1224,1603,1
"AL5G39180",834,1025,1
"AL5G39190",1473,2305,4
"AL5G39200",1644,1827,1
"AL5G39210",2379,4365,13
"AL5G39220",501,1091,1
"AL5G39230",678,954,1
"AL5G39240",264,938,1
"AL5G39260",793,1324,2
"AL5G39270",1176,3853,11
"AL5G39280",4998,9822,21
"AL5G39290",1161,2372,2
"AL5G39300",1554,2770,12
"AL5G39310",189,391,1
"AL5G39320",1029,1316,1
"AL5G39330",1062,1270,1
"AL5G39340",1080,1583,1
"AL5G39350",921,1789,2
"AL5G39360",1071,1374,1
"AL5G39370",948,1493,2
"AL5G39380",1000,1185,1
"AL5G39390",1061,1253,1
"AL5G39400",1005,1331,1
"AL5G39410",1128,1530,1
"AL5G39420",569,771,1
"AL5G39440",5578,7855,4
"AL5G39450",345,602,1
"AL5G39460",1419,3016,3
"AL5G39470",1137,3925,6
"AL5G39480",942,2333,5
"AL5G39490",243,243,1
"AL5G39500",1968,2857,2
"AL5G39510",465,503,1
"AL5G39520",750,1839,2
"AL5G39530",483,1606,5
"AL5G39540",2322,3594,1
"AL5G39550",1716,4150,9
"AL5G39560",798,1551,4
"AL5G39570",1044,1876,3
"AL5G39580",429,1633,1
"AL5G39590",3084,7918,26
"AL5G39600",564,858,1
"AL5G39610",819,1922,8
"AL5G39620",879,2223,7
"AL5G39630",1905,2485,3
"AL5G39640",1074,1594,1
"AL5G39650",528,887,1
"AL5G39660",927,1822,7
"AL5G39670",296,748,1
"AL5G39680",643,1693,6
"AL5G39690",1314,2488,1
"AL5G39710",930,3018,3
"AL5G39720",3540,5124,8
"AL5G39730",1236,2656,7
"AL5G39740",762,975,1
"AL5G39750",180,319,2
"AL5G39760",558,836,1
"AL5G39770",612,902,1
"AL5G39780",426,1213,1
"AL5G39790",480,1435,3
"AL5G39800",2346,3021,1
"AL5G39810",966,2323,4
"AL5G39820",777,2229,10
"AL5G39830",1293,2747,10
"AL5G39840",555,1340,4
"AL5G39850",3750,7932,25
"AL5G39870",369,1530,5
"AL5G39880",933,2056,7
"AL5G39890",657,1060,2
"AL5G39900",966,1795,4
"AL5G39910",981,1789,4
"AL5G39920",1349,1919,5
"AL5G39930",462,538,2
"AL5G39950",954,1598,4
"AL5G39960",963,1951,4
"AL5G39970",1143,2763,6
"AL5G39980",1000,1850,5
"AL5G39990",934,2790,4
"AL5G40000",1029,2183,4
"AL5G40010",594,1471,2
"AL5G40020",819,1617,4
"AL5G40030",450,893,2
"AL5G40040",777,1168,2
"AL5G40050",690,786,2
"AL5G40060",510,762,2
"AL5G40070",918,1911,4
"AL5G40080",541,712,2
"AL5G40090",227,470,2
"AL5G40100",906,1671,4
"AL5G40110",897,1933,4
"AL5G40120",658,883,2
"AL5G40130",410,734,2
"AL5G40140",1291,3011,6
"AL5G40160",1500,2289,4
"AL5G40170",571,1053,2
"AL5G40180",60,81,1
"AL5G40190",1227,1932,6
"AL5G40200",1497,2148,4
"AL5G40210",591,1869,4
"AL5G40220",1212,3263,13
"AL5G40230",747,2091,4
"AL5G40240",1728,3014,9
"AL5G40250",2694,3964,3
"AL5G40260",1236,2417,8
"AL5G40270",942,3918,11
"AL5G40280",1827,3838,6
"AL5G40290",1260,1551,2
"AL5G40300",1062,2675,12
"AL5G40310",498,830,3
"AL5G40320",1797,3572,11
"AL5G40330",1920,3877,6
"AL5G40340",1809,3467,11
"AL5G40350",2226,2435,1
"AL5G40360",894,2463,7
"AL5G40370",1785,3366,10
"AL5G40380",2058,3063,7
"AL5G40390",969,3226,2
"AL5G40400",2430,6826,16
"AL5G40410",2457,3759,5
"AL5G40420",1269,1539,1
"AL5G40430",729,2573,5
"AL5G40440",429,1629,4
"AL5G40460",1203,2166,6
"AL5G40470",549,1400,5
"AL5G40480",816,1858,3
"AL5G40490",801,1106,3
"AL5G40500",786,1676,1
"AL5G40510",1443,2905,12
"AL5G40520",1545,3278,12
"AL5G40530",1407,3247,12
"AL5G40540",2286,2966,3
"AL5G40560",747,3836,7
"AL5G40570",1617,4307,6
"AL5G40580",38,282,1
"AL5G40590",1023,1871,1
"AL5G40600",1197,1476,2
"AL5G40610",1228,1973,4
"AL5G40630",1017,1683,5
"AL5G40640",978,1568,1
"AL5G40650",354,591,1
"AL5G40660",192,439,1
"AL5G40670",999,1829,5
"AL5G40690",1230,2097,4
"AL5G40700",1854,2844,5
"AL5G40710",1395,1915,3
"AL5G40720",348,635,2
"AL5G40730",1440,2124,3
"AL5G40740",1962,2965,4
"AL5G40750",1422,2432,3
"AL5G40760",1429,1819,3
"AL5G40770",1311,1888,3
"AL5G40780",1359,2398,4
"AL5G40790",1473,1838,3
"AL5G40800",1329,1932,3
"AL5G40810",750,1179,1
"AL5G40850",1380,1826,3
"AL5G40820",240,280,1
"AL5G40830",1422,2405,3
"AL5G40840",1519,1909,4
"AL5G40860",NA,439,0
"AL5G40870",881,1372,3
"AL5G40880",406,804,1
"AL5G40890",1527,1986,2
"AL5G40900",3093,7146,22
"AL5G40910",1524,2451,8
"AL5G40920",1332,2857,4
"AL5G40930",1467,3109,10
"AL5G40940",1326,2539,5
"AL5G40950",102,381,1
"AL5G40960",1206,1423,1
"AL5G40970",1620,2037,1
"AL5G40980",1098,3477,13
"AL5G40990",5766,10996,42
"AL5G41000",1546,3505,7
"AL5G41020",4302,5552,12
"AL5G41030",1411,1745,3
"AL5G41040",1401,1924,3
"AL5G41050",1441,2177,3
"AL5G41060",1446,2376,4
"AL5G41070",1560,2413,3
"AL5G41080",1563,2211,3
"AL5G41090",1437,2318,3
"AL5G41100",870,1549,6
"AL5G41110",384,569,1
"AL5G41120",1476,1966,3
"AL5G41130",992,1733,4
"AL5G41140",857,1644,7
"AL5G41150",1125,1856,3
"AL5G41160",318,1791,3
"AL5G41170",3084,5969,13
"AL5G41180",1380,3645,12
"AL5G41190",1002,2489,11
"AL5G41200",71,261,1
"AL5G41210",1101,2651,5
"AL5G41220",1215,4849,13
"AL5G41370",252,292,1
"AL5G41270",285,492,1
"AL5G13990",5,77,1
"AL4G15840",339,642,1
"AL5G41280",981,1889,5
"AL5G41290",819,2267,11
"AL5G41300",786,1408,1
"AL5G41310",3819,8806,28
"AL5G41330",2679,3510,1
"AL5G41340",1368,3037,5
"AL5G41350",558,626,1
"AL5G41360",285,492,1
"AL5G41260",252,292,1
"AL5G41380",756,1965,2
"AL5G41390",981,1593,4
"AL5G41400",879,1697,7
"AL5G41410",810,1753,4
"AL5G41420",1251,1469,1
"AL5G41430",138,391,1
"AL5G41440",810,1293,1
"AL5G41450",1242,2246,4
"AL5G41460",2637,4905,5
"AL5G41470",210,1229,3
"AL5G41480",2091,3545,12
"AL5G41500",2229,4419,10
"AL5G41510",2715,4571,7
"AL5G41520",315,2358,2
"AL5G41530",441,1733,4
"AL5G41640",1367,2677,9
"AL5G41650",1326,2169,3
"AL5G41660",741,1718,3
"AL5G41680",510,2723,5
"AL5G41690",372,3516,4
"AL5G41700",1199,1381,1
"AL5G41710",409,587,2
"AL5G41720",360,1164,3
"AL5G41730",1744,4634,18
"AL5G41740",1551,3241,5
"AL5G41750",549,2017,1
"AL5G41760",1539,2982,5
"AL5G41770",1983,2391,1
"AL5G41780",879,1896,4
"AL5G41790",709,978,1
"AL5G41800",1302,3147,10
"AL5G41810",4887,7145,13
"AL5G41820",2049,4101,13
"AL5G41830",906,1818,8
"AL5G41840",1182,2001,6
"AL5G41850",561,2029,5
"AL5G41860",276,1378,3
"AL5G41870",384,2578,2
"AL5G41880",540,3572,2
"AL5G41890",356,4339,4
"AL5G41900",393,1207,4
"AL5G41910",426,496,1
"AL5G41920",2268,4117,14
"AL5G41930",1434,2658,11
"AL5G41940",294,573,1
"AL5G41950",895,1643,4
"AL5G41960",1229,1696,3
"AL5G41970",1167,2671,4
"AL5G41990",1215,2630,9
"AL5G42000",378,842,1
"AL5G42010",144,787,1
"AL5G42020",162,1024,2
"AL5G42050",1026,2436,9
"AL52U10040",246,1290,2
"AL5G42060",396,1072,1
"AL5G42070",1836,3287,3
"AL5G42080",1335,3484,12
"AL5G42110",243,598,2
"AL5G42120",1260,1480,1
"AL5G42130",1431,3433,8
"AL5G42140",1056,2408,12
"AL5G42150",1779,3167,10
"AL5G42160",822,1146,3
"AL5G42170",1320,2979,11
"AL7G51770",18,102,1
"AL7G51780",1197,1801,5
"AL5G42180",1389,1976,6
"AL5G42190",295,413,1
"AL1G66110",837,837,1
"AL5G42200",465,819,1
"AL5G42210",2766,4185,10
"AL5G42220",590,972,3
"AL3G52420",114,417,1
"AL5G42230",1385,1602,3
"AL5G42240",1428,1785,1
"AL9U12070",NA,191,0
"AL5G42260",1380,3138,12
"AL5G42280",918,1346,1
"AL5G42290",474,820,1
"AL6G14930",195,342,2
"AL5G42300",1410,3940,19
"AL5G42310",222,263,1
"AL5G42320",1920,3434,3
"AL5G42040",27,572,2
"AL5G42700",677,1683,4
"AL5G42340",1620,3151,11
"AL5G42350",1545,3492,12
"AL5G42360",1946,8058,14
"AL5G42370",4518,5850,11
"AL5G42380",432,639,1
"AL5G42390",612,1660,7
"AL5G42400",1878,3688,15
"AL5G42410",900,1391,1
"AL5G42420",414,1596,7
"AL5G42430",1014,1405,1
"AL5G42440",291,808,2
"AL5G42450",5193,6848,9
"AL5G42460",279,1213,5
"AL5G42470",834,1741,5
"AL5G42480",801,3324,9
"AL5G42490",516,741,2
"AL5G42500",588,924,2
"AL5G42510",1524,2319,3
"AL5G42520",1008,2065,7
"AL5G42530",2058,3485,6
"AL5G42540",2385,3417,4
"AL5G42570",2886,5744,21
"AL5G42580",1017,2357,11
"AL5G42590",2787,4617,9
"AL5G42600",687,2000,8
"AL5G42610",735,4232,7
"AL5G42620",2226,2488,1
"AL5G42630",948,1934,4
"AL5G42640",222,473,1
"AL5G42650",1683,2073,1
"AL5G42660",1060,2264,3
"AL5G42670",825,1303,4
"AL5G42330",384,1369,3
"AL5G42710",825,4774,4
"AL5G42720",912,1294,3
"AL5G42750",351,837,3
"AL5G42760",795,1083,1
"AL5G42770",1317,2706,9
"AL5G42780",799,1413,1
"AL5G42790",1064,1723,3
"AL5G42800",1494,5922,11
"AL5G42810",1206,3047,14
"AL5G42820",390,1043,2
"AL5G42830",750,1156,2
"AL5G42840",252,1426,1
"AL1G12790",222,1602,3
"AL5G42870",684,1039,2
"AL5G42880",795,1293,4
"AL5G42890",900,1002,1
"AL5G42900",345,1602,2
"AL5G42910",720,2309,8
"AL5G42920",984,2454,8
"AL5G42930",228,1418,3
"AL5G42940",1890,2265,1
"AL5G42950",366,1320,5
"AL5G42960",339,1239,2
"AL5G42970",819,1973,9
"AL5G42980",738,1732,4
"AL5G42990",1485,1831,1
"AL3G40240",1672,1752,2
"AL5G43000",507,766,1
"AL5G43010",799,1481,9
"AL5G43020",834,1783,3
"AL5G43030",1566,2543,5
"AL5G43040",1695,3183,14
"AL5G43050",3768,6212,17
"AL5G43060",2226,3239,7
"AL5G43070",456,1523,5
"AL5G43080",657,1172,2
"AL5G43100",1479,2637,4
"AL5G43110",921,2407,7
"AL5G43130",648,1282,7
"AL5G43140",672,2150,7
"AL5G43150",1092,2270,5
"AL5G43160",2037,3558,12
"AL5G43170",1941,2345,1
"AL5G43180",5382,7054,11
"AL5G43190",837,1208,1
"AL5G43200",1098,1869,3
"AL5G43210",318,563,2
"AL5G43220",1275,1567,1
"AL5G43230",756,1748,8
"AL5G43240",8631,13762,31
"AL5G43250",7383,8659,8
"AL5G43260",1266,3850,8
"AL5G43270",873,1575,3
"AL5G43280",708,2171,7
"AL5G43290",981,1994,9
"AL5G43300",540,915,3
"AL5G43310",507,965,3
"AL5G43330",261,1195,4
"AL5G43340",261,1126,4
"AL5G43350",300,1076,4
"AL5G43360",738,3647,8
"AL5G43370",2022,3730,10
"AL5G43380",1326,3598,6
"AL5G43390",2430,4746,9
"AL5G43400",1308,2754,13
"AL5G43410",2350,3458,5
"AL5G43420",228,329,2
"AL5G43430",1083,2068,5
"AL5G43440",225,485,2
"AL5G43450",552,866,1
"AL5G43460",264,1500,3
"AL5G43470",566,1046,3
"AL5G43480",786,1251,2
"AL5G43490",891,1603,5
"AL5G43500",645,1162,4
"AL5G43510",1485,3398,9
"AL5G43520",885,1518,3
"AL5G43530",627,1586,5
"AL5G43550",1491,2173,6
"AL5G43560",294,481,1
"AL5G43570",3519,6620,3
"AL5G43580",1053,2410,5
"AL5G43590",1233,1824,4
"AL5G43600",1245,1517,1
"AL5G43610",1074,1917,2
"AL5G43620",1497,1554,1
"AL2G14370",NA,92,0
"AL1G53560",384,1151,3
"AL5G43660",2163,3240,5
"AL5G43670",1062,1789,8
"AL5G43700",891,1794,6
"AL5G43710",1017,3685,8
"AL5G43720",1747,5153,20
"AL5G43730",861,1846,4
"AL5G43740",1107,2133,10
"AL5G43750",795,1690,9
"AL5G43760",513,801,1
"AL5G43770",792,1654,3
"AL5G43820",1209,1260,1
"AL5G43830",1230,1434,1
"AL5G43840",3312,6689,23
"AL5G43850",1428,2211,4
"AL5G43680",1215,1306,1
"AL5G43690",1314,1588,1
"AL5G43860",2373,3718,9
"AL5G43870",1458,2373,4
"AL5G43880",2301,2477,1
"AL5G43890",1062,1832,5
"AL5G43900",1407,2442,10
"AL5G43920",633,826,1
"AL5G43930",762,1618,5
"AL5G43940",2139,4352,15
"AL5G43950",367,533,1
"AL5G43960",1350,1726,1
"AL5G43980",1245,2728,1
"AL5G43990",1689,2625,6
"AL5G44000",954,2095,8
"AL5G44010",726,1994,10
"AL5G44020",948,1405,1
"AL5G44040",201,566,2
"AL5G44050",1425,2980,10
"AL5G44060",414,644,1
"AL5G44070",2418,3462,5
"AL5G44150",831,1168,3
"AL5G44160",246,563,3
"AL5G44170",552,1337,3
"AL5G44180",1959,3550,4
"AL5G44190",3909,6624,9
"AL5G44200",477,747,1
"AL5G44210",1077,3758,8
"AL5G44220",1545,3148,10
"AL5G44240",567,2928,1
"AL4G28080",213,1722,2
"AL5G44250",1137,1683,2
"AL5G44110",NA,182,0
"AL5G44260",735,875,1
"AL5G44270",1835,3228,8
"AL5G44280",1080,2335,8
"AL5G44290",2955,6213,23
"AL5G44300",1194,1946,4
"AL5G44320",1833,3953,14
"AL5G44330",858,1731,2
"AL5G44340",3402,3961,4
"AL5G44350",972,2165,3
"AL5G44360",1980,2565,2
"AL5G44370",1125,1528,3
"AL5G44380",1461,1730,1
"AL5G44400",177,220,1
"AL5G44410",1794,3359,13
"AL5G44420",532,919,1
"AL5G44430",855,2215,2
"AL5G44440",732,2324,5
"AL5G44450",816,1514,3
"AL5G44460",1638,2065,2
"AL5G44470",711,1193,2
"AL5G44500",381,700,1
"AL5G44510",999,1586,2
"AL5G44520",568,1378,1
"AL5G44530",330,559,1
"AL5G44540",1035,1311,1
"AL5G44550",1086,1850,4
"AL5G44560",1881,3407,13
"AL5G44580",921,1473,1
"AL5G44590",306,1233,4
"AL5G44600",354,741,1
"AL5G44610",2769,4291,9
"AL6G20580",317,317,1
"AL5G44620",837,2219,9
"AL5G44630",3765,6857,19
"AL5G44640",675,944,2
"AL5G44650",423,923,3
"AL5G41570",496,590,2
"AL5G44670",713,879,2
"AL5G44680",771,1715,7
"AL5G44740",1386,3306,12
"AL5G44750",711,1071,2
"AL5G44760",1251,2556,8
"AL5G44870",1104,1755,5
"AL5G44780",1202,1388,1
"AL5G44790",1290,1494,1
"AL5G44800",3867,4828,12
"AL5G44810",645,1598,7
"AL5G44820",1311,2230,4
"AL5G44830",1365,2104,1
"AL5G44840",1569,3284,11
"AL5G44850",1443,3142,6
"AL5G44860",519,886,3
"AL5G29580",183,415,2
"AL5G44770",981,1702,5
"AL5G44880",1257,2509,8
"AL5G44900",447,707,2
"AL5G44910",426,520,1
"AL5G44920",1779,2260,2
"AL5G44930",648,894,1
"AL5G44940",417,1739,6
"AL5G44950",2064,3214,3
"AL5G44960",1086,2075,7
"AL5G44970",1392,1622,1
"AL5G44980",2436,3283,7
"AL5G45000",474,842,1
"AL5G45010",1152,2430,4
"AL5G45020",2112,3785,12
"AL5G45030",1098,1683,5
"AL2G23510",546,1941,6
"AL5G45060",2202,3006,8
"AL2G23490",2109,3369,9
"AL2G23480",530,667,1
"AL2G23470",615,958,1
"AL5G45080",1437,2766,4
"AL2G23450",1860,3789,4
"AL5G45110",816,1344,3
"AL5G45120",3579,7896,27
"AL5G45130",1086,3009,8
"AL5G45140",17,143,1
"AL9U11410",NA,313,0
"AL5G45150",872,1106,3
"AL251U10010",882,1083,1
"AL5G45170",858,1152,2
"AL213U10030",236,257,1
"AL213U10020",1424,2019,5
"AL5G45200",176,1181,2
"AL5G45210",396,589,1
"AL5G45220",441,1264,1
"AL5G45230",NA,113,0
"AL5G45240",1271,1931,4
"AL5G45250",2713,3889,6
"AL5G45260",225,878,2
"AL5G45270",377,1079,2
"AL5G45290",1824,2023,1
"AL5G45300",489,1120,4
"AL5G45310",582,1705,3
"AL5G45320",1656,2326,3
"AL5G45330",642,1056,3
"AL5G45340",1935,2426,4
"AL5G45350",1041,2594,10
"AL5G45360",987,1842,3
"AL5G45370",1086,2025,7
"AL5G45380",1149,1577,1
"AL5G45390",315,701,1
"AL5G45400",462,793,1
"AL5G45410",1077,1951,1
"AL5G45420",1296,1982,5
"AL5G45430",924,1352,2
"AL5G45440",774,1310,1
"AL5G45450",4638,5597,9
"AL5G45460",1935,2923,8
"AL5G45470",1380,1769,1
"AL5G45480",948,1335,3
"AL5G45500",1278,2085,13
"AL5G45510",1501,2555,13
"AL5G45520",1521,2807,13
"AL5G45530",654,1249,3
"AL5G45550",1296,2639,4
"AL5G45560",840,1089,1
"AL5G45570",252,1309,2
"AL4G37620",991,1065,2
"AL5G45580",1062,2009,4
"AL5G45590",321,636,2
"AL5G45600",585,801,1
"AL5G45610",1338,3228,7
"AL5G45620",1767,4075,12
"AL5G45630",1047,3026,7
"AL5G45640",771,1710,6
"AL5G45650",405,1394,5
"AL5G45660",1566,1766,2
"AL5G45670",4224,7068,10
"AL3G40410",1272,1661,5
"AL5G45680",1155,1480,1
"AL5G45690",1266,2887,15
"AL5G45700",243,651,2
"AL5G45710",309,619,1
"AL5G45720",978,1655,2
"AL5G45730",312,686,1
"AL5G45740",309,560,1
"AL5G45750",861,2511,12
"AL5G45760",1909,3190,3
"AL5G45770",375,577,1
"AL5G45780",1242,1838,2
"AL5G45800",1077,1951,2
"AL5G45810",564,780,2
"AL5G45820",549,1141,2
"AL5G45830",546,667,1
"AL5G45840",408,911,1
"AL5G45850",159,192,2
"AL5G45860",335,378,1
"AL5G45870",479,1191,5
"AL5G45880",807,1125,1
"AL5G45890",4041,7503,11
"AL5G45900",522,1426,6
"AL5G45910",213,481,2
"AL5G45920",1212,1401,1
"AL5G45930",729,1044,1
"AL5G45940",1011,1378,1
"AL5G45950",711,967,3
"AL5G45960",663,1497,2
"AL5G45970",1596,2193,1
"AL5G45980",1223,1779,6
"AL5G45990",1932,3883,14
"AL5G46000",210,581,1
"AL5G46010",849,1517,4
"AL5G46020",2940,4464,12
"AL5G46030",828,2152,11
"AL5G46040",525,783,2
"AL5G46050",1155,1567,2
"AL5G46060",801,1716,2
"AL5G46070",1038,1810,1
"AL5G46080",363,978,2
"AL5G46090",1629,3371,10
"AL5G46100",1002,3807,7
"AL5G46110",1179,2182,6
"AL5G46120",1197,1716,3
"AL5G46140",1701,3234,14
"AL5G46150",1248,1802,2
"AL5G46160",1506,2613,6
"AL5G46170",720,1328,4
"AL5G46180",1433,2449,8
"AL5G46190",3302,7027,21
